Facility_ID,State,Facility_Type,Ownership,Year_Established,Number_of_Staff,Number_of_Patients_Annually,Primary_Issue_Treated,Service_Provided,Satisfaction_Rating,Average_Cost_Per_Visit_USD,Contact_Email,Phone_Number,Zip_Code,Accredited,Emergency_Services,Website,Insurance_Accepted,Rating_Category,Has_Parking,Open_24_Hours,Languages_Supported,State_Code,Facility_Code,Admin_Name,Yearly_Budget_USD
730,Ohio,Private Clinic,Non-Profit,1998,285.0,2647,Schizophrenia,Telehealth,,120.39,info@mhc.org,,33101,,no,mhc.net,Medicaid,,True,N/A,Hindi,OH,FC-00730,,8535767.56843704
731,Illinois,Community Health Center,Public,2002,389.0,3264,Depression,Telehealth,3.24,432.47,,,33101,Yes,YES,,Medicare,Medium,Yes,Yes,Mandarin,IL,FC-00731,Prof. Adams,18431304.718756765
732,Texas,Rehabilitation Center,Non-Profit,1972,240.0,4880,PTSD,Telehealth,2.44,376.79,contact@clinic.net,987-654-3210,,,Yes,http://healthcare.gov,Private,Medium,,24/7,Spanish,TE,FC-00732,Prof. Adams,3838172.4232747722
733,New York,Community Health Center,Private,2018,318.0,1046,Schizophrenia,Telehealth,,428.82,info@mhc.org,,90210,Y,YES,mhc.net,None,,True,No,,NE,FC-00733,Dr. Lee,8520245.72232064
734,North Carolina,Rehabilitation Center,Private,2002,128.0,606,Schizophrenia,Counseling,2.55,184.56,contact@clinic.net,,,N,No,mhc.net,Medicare,Medium,,Yes,English,NO,FC-00734,John Doe,5947432.227622343
735,Pennsylvania,Community Health Center,Non-Profit,2011,277.0,6819,Depression,Inpatient,4.18,192.47,info@mhc.org,,60601,Y,YES,mhc.net,Medicaid,High,True,,Mandarin,PE,FC-00735,Dr. Lee,6638241.513198311
736,Pennsylvania,Telehealth Provider,Public,1990,442.0,8535,Depression,Inpatient,2.22,352.05,,555 123 4567,90210,Yes,yes,www.mhc.org,Private,Medium,No,,Spanish,PE,FC-00736,Jane Smith,17999679.276529737
737,Ohio,Telehealth Provider,Public,2006,282.0,8797,Anxiety,Outpatient,1.29,64.15,,555 123 4567,60601,Yes,,https://clinic.com,,Low,True,No,Hindi,OH,FC-00737,,7210850.388799631
738,Georgia,Telehealth Provider,Private,2009,73.0,6460,PTSD,Inpatient,4.73,376.92,,,,Y,yes,mhc.net,Medicare,High,Yes,Yes,Mandarin,GE,FC-00738,Dr. Lee,3080385.900703282
739,Florida,Psychiatric Hospital,Private,2003,307.0,7757,Anxiety,Inpatient,2.58,426.1,contact@clinic.net,987-654-3210,90210,N,,mhc.net,Private,Medium,,No,"English, Spanish",FL,FC-00739,,15116708.85747452
740,Georgia,Rehabilitation Center,Public,2019,359.0,3690,OCD,Counseling,4.17,236.82,contact@clinic.net,555 123 4567,,Yes,yes,www.mhc.org,Medicaid,High,,24/7,English,GE,FC-00740,,9159124.071860997
741,Florida,Telehealth Provider,Non-Profit,2006,422.0,1292,Schizophrenia,Telehealth,2.12,394.2,info@mhc.org,(123) 456-7890,10001,Yes,YES,www.mhc.org,Medicaid,Medium,,No,,FL,FC-00741,Dr. Lee,18485265.289212506
742,Georgia,Psychiatric Hospital,Private,1959,412.0,1564,Depression,Telehealth,3.59,128.57,support@health.com,555 123 4567,33101,,yes,http://healthcare.gov,Medicare,High,False,24/7,"English, Spanish",GE,FC-00742,Dr. Lee,20409109.273368157
743,North Carolina,Rehabilitation Center,Public,1989,20.0,490,Schizophrenia,Counseling,4.49,195.02,support@health.com,(123) 456-7890,90210,No,YES,,Medicare,High,False,,Mandarin,NO,FC-00743,Prof. Adams,987064.1144090034
744,New York,Community Health Center,Private,1956,107.0,5715,Schizophrenia,Inpatient,1.17,488.44,,555 123 4567,33101,Yes,YES,mhc.net,Medicare,Low,Yes,24/7,Spanish,NE,FC-00744,John Doe,2926540.2289625583
745,New York,Psychiatric Hospital,Non-Profit,1987,443.0,6206,Bipolar Disorder,Counseling,4.32,493.85,support@health.com,,10001,N,No,,None,High,No,Yes,English,NE,FC-00745,Prof. Adams,13037687.056130938
746,Texas,Private Clinic,Public,2010,80.0,8964,OCD,Outpatient,3.29,280.67,,555 123 4567,90210,N,YES,www.mhc.org,,Medium,False,Yes,Hindi,TE,FC-00746,John Doe,1770884.9972576066
747,Michigan,Psychiatric Hospital,Private,1952,373.0,2660,Bipolar Disorder,Telehealth,3.43,470.42,info@mhc.org,,33101,,Yes,www.mhc.org,Private,Medium,True,Yes,,MI,FC-00747,Dr. Lee,8415159.954737686
748,New York,Psychiatric Hospital,Non-Profit,2000,67.0,5967,Schizophrenia,Emergency,3.09,285.23,support@health.com,,33101,N,yes,http://healthcare.gov,Medicaid,Medium,Yes,Yes,Spanish,NE,FC-00748,John Doe,1989821.2686543905
749,New York,Rehabilitation Center,Private,1996,,1311,Depression,Outpatient,4.5,181.21,support@health.com,555 123 4567,90210,,no,https://clinic.com,Medicaid,High,No,N/A,,NE,FC-00749,Jane Smith,
750,Illinois,Community Health Center,Non-Profit,2017,260.0,9221,Schizophrenia,Outpatient,1.17,170.1,,(123) 456-7890,33101,Yes,no,www.mhc.org,,Low,True,24/7,Hindi,IL,FC-00750,Prof. Adams,9995682.280011246
751,Illinois,Private Clinic,Non-Profit,1987,285.0,1639,OCD,Counseling,2.04,468.28,info@mhc.org,(123) 456-7890,33101,Yes,no,mhc.net,Medicare,Medium,,Yes,English,IL,FC-00751,Prof. Adams,8963917.296198476
752,Texas,Telehealth Provider,Public,1985,59.0,9204,Bipolar Disorder,Inpatient,4.5,127.6,support@health.com,555 123 4567,90210,Yes,Yes,http://healthcare.gov,Medicare,High,False,No,Mandarin,TE,FC-00752,Prof. Adams,2709440.1429289463
753,Michigan,Telehealth Provider,Non-Profit,1990,367.0,743,Depression,Telehealth,4.01,310.83,support@health.com,,33101,Yes,YES,https://clinic.com,Medicaid,High,True,No,,MI,FC-00753,,15569350.128338741
754,Ohio,Psychiatric Hospital,Private,2018,225.0,8793,Schizophrenia,Emergency,1.07,299.99,support@health.com,(123) 456-7890,33101,No,yes,http://healthcare.gov,,Low,No,N/A,English,OH,FC-00754,,5152240.015615211
755,Illinois,Rehabilitation Center,Non-Profit,1962,403.0,9021,PTSD,Outpatient,3.07,382.83,info@mhc.org,987-654-3210,60601,No,,www.mhc.org,Medicaid,Medium,Yes,24/7,,IL,FC-00755,Dr. Lee,12183570.523044799
756,Ohio,Rehabilitation Center,Non-Profit,2007,425.0,1383,OCD,Emergency,3.12,274.66,info@mhc.org,,60601,Yes,,https://clinic.com,Medicare,Medium,True,24/7,Spanish,OH,FC-00756,Dr. Lee,17008753.76985916
757,California,Telehealth Provider,Public,1999,61.0,7780,OCD,Inpatient,2.6,172.53,support@health.com,555 123 4567,10001,N,No,,Private,Medium,Yes,24/7,,CA,FC-00757,,1081408.3110472756
758,Illinois,Private Clinic,Non-Profit,1979,280.0,7445,PTSD,Inpatient,2.19,126.23,,,60601,,Yes,https://clinic.com,Medicare,Medium,,N/A,Spanish,IL,FC-00758,Prof. Adams,3153894.5739569333
759,North Carolina,Community Health Center,Non-Profit,2011,494.0,4486,Schizophrenia,Emergency,3.73,329.37,,987-654-3210,60601,Y,yes,mhc.net,Private,High,No,24/7,Spanish,NO,FC-00759,,21781537.43985169
760,Michigan,Private Clinic,Private,1974,93.0,1019,OCD,Telehealth,1.83,373.55,support@health.com,987-654-3210,10001,,YES,,None,Low,No,24/7,English,MI,FC-00760,John Doe,1441686.9578737675
761,Texas,Community Health Center,Public,1976,396.0,2439,Depression,Inpatient,4.2,306.28,info@mhc.org,(123) 456-7890,33101,Y,no,,,High,False,Yes,"English, Spanish",TE,FC-00761,Prof. Adams,18048277.06630671
762,California,Telehealth Provider,Public,2000,302.0,9047,Schizophrenia,Emergency,4.21,382.26,support@health.com,987-654-3210,33101,Y,Yes,mhc.net,None,High,No,24/7,Hindi,CA,FC-00762,,14056384.928484228
763,Michigan,Community Health Center,Public,2006,135.0,6030,Schizophrenia,Outpatient,2.66,113.68,info@mhc.org,,60601,Yes,Yes,,Medicare,Medium,True,Yes,,MI,FC-00763,Dr. Lee,3837782.365940649
764,North Carolina,Rehabilitation Center,Non-Profit,1996,305.0,5502,Bipolar Disorder,Emergency,2.13,447.11,support@health.com,(123) 456-7890,10001,Y,yes,www.mhc.org,,Medium,True,Yes,Mandarin,NO,FC-00764,,12892736.890701456
765,Michigan,Psychiatric Hospital,Public,1988,81.0,5763,OCD,Emergency,2.14,312.08,info@mhc.org,987-654-3210,33101,Yes,YES,https://clinic.com,Medicare,Medium,True,24/7,Spanish,MI,FC-00765,Jane Smith,1986739.6381874082
766,North Carolina,Psychiatric Hospital,Non-Profit,1965,305.0,5375,OCD,Counseling,2.93,107.08,contact@clinic.net,(123) 456-7890,,No,No,https://clinic.com,,Medium,,No,"English, Spanish",NO,FC-00766,,13520827.491843311
767,North Carolina,Telehealth Provider,Non-Profit,1971,245.0,607,PTSD,Inpatient,,257.87,,(123) 456-7890,90210,N,YES,mhc.net,,,No,,Spanish,NO,FC-00767,Prof. Adams,10531882.464833826
768,Ohio,Rehabilitation Center,Private,2003,65.0,1536,Bipolar Disorder,Telehealth,2.44,430.16,contact@clinic.net,555 123 4567,90210,Y,No,www.mhc.org,Medicare,Medium,No,No,"English, Spanish",OH,FC-00768,,854147.8132231262
769,Georgia,Private Clinic,Private,1970,416.0,8850,Bipolar Disorder,Telehealth,3.44,453.9,,(123) 456-7890,90210,N,No,,Medicare,Medium,True,24/7,"English, Spanish",GE,FC-00769,Dr. Lee,13854492.96611939
770,California,Rehabilitation Center,Private,2021,369.0,7454,OCD,Counseling,2.53,169.09,info@mhc.org,(123) 456-7890,60601,Yes,no,https://clinic.com,,Medium,False,24/7,Mandarin,CA,FC-00770,John Doe,13136383.817088004
771,Michigan,Psychiatric Hospital,Private,1965,404.0,4616,Schizophrenia,Telehealth,2.22,370.07,contact@clinic.net,987-654-3210,90210,Y,no,https://clinic.com,,Medium,False,No,"English, Spanish",MI,FC-00771,Jane Smith,4053853.8175215716
772,Florida,Psychiatric Hospital,Private,2008,119.0,3722,Bipolar Disorder,Emergency,1.1,94.99,,,90210,,yes,https://clinic.com,Medicare,Low,No,24/7,Mandarin,FL,FC-00772,Prof. Adams,5854411.197151446
773,California,Rehabilitation Center,Non-Profit,1980,201.0,4499,PTSD,Counseling,1.02,65.1,support@health.com,,,No,YES,https://clinic.com,Medicare,Low,No,Yes,English,CA,FC-00773,Dr. Lee,5278803.302201715
774,Georgia,Rehabilitation Center,Non-Profit,1991,401.0,5137,Bipolar Disorder,Outpatient,1.91,302.18,info@mhc.org,987-654-3210,33101,No,No,http://healthcare.gov,Medicaid,Low,Yes,N/A,Spanish,GE,FC-00774,Jane Smith,12308185.02198178
775,California,Psychiatric Hospital,Public,1981,102.0,8211,PTSD,Inpatient,,362.67,info@mhc.org,,,Y,yes,mhc.net,Medicaid,,No,24/7,Mandarin,CA,FC-00775,,1814800.6455555253
776,New York,Private Clinic,Non-Profit,2008,359.0,3815,Bipolar Disorder,Inpatient,4.41,408.1,support@health.com,(123) 456-7890,60601,No,No,,Medicaid,High,True,24/7,Hindi,NE,FC-00776,Jane Smith,12362790.773147872
777,Florida,Telehealth Provider,Non-Profit,1983,65.0,7937,PTSD,Inpatient,4.19,203.1,support@health.com,555 123 4567,90210,,Yes,,None,High,,No,Spanish,FL,FC-00777,John Doe,2757611.652326333
778,Georgia,Telehealth Provider,Private,1958,69.0,1401,Bipolar Disorder,Emergency,2.07,52.94,,(123) 456-7890,33101,N,,mhc.net,,Medium,No,Yes,Hindi,GE,FC-00778,Jane Smith,2307062.8741864497
779,Ohio,Rehabilitation Center,Non-Profit,1960,147.0,7470,Bipolar Disorder,Outpatient,1.98,265.78,info@mhc.org,(123) 456-7890,90210,,,www.mhc.org,Private,Low,No,No,,OH,FC-00779,Jane Smith,6103646.069316331
780,Michigan,Telehealth Provider,Private,1959,48.0,5285,Depression,Counseling,1.91,57.13,,555 123 4567,90210,No,No,mhc.net,None,Low,True,No,Hindi,MI,FC-00780,,1883727.2845788805
781,Pennsylvania,Psychiatric Hospital,Public,1966,37.0,2255,PTSD,Counseling,2.36,91.39,support@health.com,987-654-3210,60601,N,yes,https://clinic.com,,Medium,Yes,24/7,English,PE,FC-00781,,721733.5610601644
782,Georgia,Psychiatric Hospital,Public,2017,58.0,6511,PTSD,Inpatient,2.99,197.01,info@mhc.org,(123) 456-7890,90210,,no,https://clinic.com,Private,Medium,No,Yes,,GE,FC-00782,Prof. Adams,1591085.7913732375
783,Texas,Rehabilitation Center,Non-Profit,1997,429.0,6465,PTSD,Outpatient,2.75,246.73,support@health.com,(123) 456-7890,10001,Yes,YES,mhc.net,Medicaid,Medium,False,24/7,,TE,FC-00783,,6840437.336928772
784,Michigan,Rehabilitation Center,Public,2001,134.0,792,Anxiety,Outpatient,1.87,175.76,,987-654-3210,33101,Yes,No,mhc.net,Private,Low,False,24/7,"English, Spanish",MI,FC-00784,Jane Smith,1564776.2904025468
785,Georgia,Rehabilitation Center,Non-Profit,1974,22.0,1578,Bipolar Disorder,Outpatient,1.52,311.84,,(123) 456-7890,33101,N,No,,Medicare,Low,False,24/7,Hindi,GE,FC-00785,John Doe,275500.6806324352
786,New York,Private Clinic,Public,1970,489.0,6496,PTSD,Telehealth,1.05,74.91,,(123) 456-7890,10001,N,YES,,Medicare,Low,,24/7,"English, Spanish",NE,FC-00786,,23325298.62831374
787,Pennsylvania,Telehealth Provider,Private,2014,45.0,8548,OCD,Telehealth,1.62,115.06,info@mhc.org,,60601,N,no,http://healthcare.gov,,Low,,N/A,Hindi,PE,FC-00787,Prof. Adams,2222167.4264418813
788,New York,Rehabilitation Center,Private,2012,110.0,541,Anxiety,Inpatient,3.82,362.87,support@health.com,987-654-3210,90210,Yes,No,http://healthcare.gov,None,High,No,,,NE,FC-00788,Prof. Adams,1517901.035419296
789,Pennsylvania,Community Health Center,Private,2000,291.0,2746,Depression,Outpatient,1.97,113.96,support@health.com,(123) 456-7890,90210,,Yes,https://clinic.com,Medicaid,Low,No,Yes,"English, Spanish",PE,FC-00789,Jane Smith,6811651.585402647
790,Texas,Community Health Center,Private,1985,95.0,5309,PTSD,Outpatient,2.87,337.9,,(123) 456-7890,33101,N,no,http://healthcare.gov,,Medium,No,N/A,Spanish,TE,FC-00790,,1384798.5845928863
791,Michigan,Psychiatric Hospital,Non-Profit,2015,13.0,6633,PTSD,Counseling,3.37,74.61,,555 123 4567,60601,Yes,Yes,http://healthcare.gov,Medicaid,Medium,,,Hindi,MI,FC-00791,,563798.9881518639
792,Ohio,Telehealth Provider,Public,1964,232.0,4777,Anxiety,Counseling,4.55,233.32,,555 123 4567,60601,N,,www.mhc.org,Medicare,High,No,,Hindi,OH,FC-00792,Prof. Adams,6925637.010421814
793,New York,Rehabilitation Center,Non-Profit,1988,347.0,7311,Bipolar Disorder,Inpatient,4.56,129.83,,555 123 4567,60601,N,YES,mhc.net,None,High,True,,"English, Spanish",NE,FC-00793,,12093113.172246626
794,New York,Community Health Center,Private,2019,457.0,2745,OCD,Outpatient,3.98,99.34,contact@clinic.net,(123) 456-7890,90210,N,no,,None,High,Yes,N/A,Hindi,NE,FC-00794,Jane Smith,14439570.625635915
795,North Carolina,Telehealth Provider,Non-Profit,1950,175.0,8310,Depression,Inpatient,1.14,305.16,contact@clinic.net,(123) 456-7890,60601,Yes,no,http://healthcare.gov,Medicare,Low,False,Yes,,NO,FC-00795,John Doe,6721775.086885013
796,Pennsylvania,Psychiatric Hospital,Public,1972,392.0,9416,PTSD,Counseling,3.3,467.75,contact@clinic.net,555 123 4567,10001,,yes,,Private,Medium,False,No,"English, Spanish",PE,FC-00796,Jane Smith,8923993.57521151
797,Illinois,Private Clinic,Non-Profit,1988,353.0,8033,Bipolar Disorder,Counseling,,74.65,,,,Yes,yes,http://healthcare.gov,None,,True,,"English, Spanish",IL,FC-00797,,5471406.165964057
798,Michigan,Telehealth Provider,Public,2006,392.0,5576,OCD,Telehealth,1.07,239.7,,,60601,Yes,YES,http://healthcare.gov,Private,Low,No,No,Mandarin,MI,FC-00798,Jane Smith,4196281.642801915
799,Pennsylvania,Telehealth Provider,Non-Profit,1983,385.0,8028,OCD,Inpatient,3.2,368.39,support@health.com,,,N,no,https://clinic.com,Medicaid,Medium,,No,Mandarin,PE,FC-00799,Dr. Lee,10713670.484839447
800,North Carolina,Private Clinic,Public,1990,480.0,2180,Depression,Inpatient,4.43,258.21,info@mhc.org,,90210,Y,,www.mhc.org,None,High,No,24/7,,NO,FC-00800,Dr. Lee,22230421.032795597
801,California,Telehealth Provider,Public,1962,,6189,Schizophrenia,Outpatient,2.9,412.92,support@health.com,987-654-3210,60601,Y,No,mhc.net,Medicare,Medium,No,No,Spanish,CA,FC-00801,,
802,Pennsylvania,Psychiatric Hospital,Private,2019,139.0,7496,OCD,Outpatient,1.02,130.84,contact@clinic.net,555 123 4567,33101,Y,YES,mhc.net,Private,Low,False,24/7,Hindi,PE,FC-00802,,2479519.9255140643
803,Ohio,Psychiatric Hospital,Public,1955,40.0,9839,Schizophrenia,Telehealth,1.04,481.82,support@health.com,(123) 456-7890,90210,Yes,YES,https://clinic.com,Medicaid,Low,False,Yes,English,OH,FC-00803,John Doe,1881668.3939953712
804,Michigan,Private Clinic,Private,2001,384.0,7897,OCD,Emergency,2.67,223.32,,555 123 4567,10001,N,yes,https://clinic.com,Medicaid,Medium,,Yes,Hindi,MI,FC-00804,Jane Smith,5459691.091219879
805,North Carolina,Rehabilitation Center,Private,1952,20.0,961,Depression,Emergency,1.62,203.71,contact@clinic.net,,10001,Y,,mhc.net,None,Low,False,24/7,English,NO,FC-00805,John Doe,241440.8267326481
806,California,Community Health Center,Private,2012,485.0,8446,Anxiety,Emergency,3.66,443.57,contact@clinic.net,(123) 456-7890,,No,YES,mhc.net,None,High,No,Yes,,CA,FC-00806,,21910615.594135497
807,Florida,Rehabilitation Center,Non-Profit,1998,311.0,3594,Depression,Inpatient,3.84,303.74,info@mhc.org,987-654-3210,,No,,www.mhc.org,,High,True,,Spanish,FL,FC-00807,,11829312.711516334
808,North Carolina,Telehealth Provider,Non-Profit,1996,,1004,Depression,Inpatient,1.71,282.4,info@mhc.org,555 123 4567,33101,No,YES,http://healthcare.gov,,Low,,Yes,Spanish,NO,FC-00808,Prof. Adams,
809,Florida,Community Health Center,Non-Profit,2004,199.0,1369,Anxiety,Counseling,4.55,377.14,contact@clinic.net,(123) 456-7890,33101,,yes,www.mhc.org,None,High,True,24/7,Spanish,FL,FC-00809,John Doe,7978658.0251503745
810,Michigan,Private Clinic,Non-Profit,2013,462.0,504,Anxiety,Inpatient,2.77,310.93,contact@clinic.net,(123) 456-7890,10001,N,No,mhc.net,,Medium,No,,Mandarin,MI,FC-00810,,18321810.313778095
811,New York,Private Clinic,Public,2014,,9135,Bipolar Disorder,Inpatient,,123.13,support@health.com,,60601,Yes,yes,http://healthcare.gov,Medicare,,,No,,NE,FC-00811,Dr. Lee,
812,North Carolina,Community Health Center,Public,2016,495.0,9856,OCD,Inpatient,4.06,353.39,contact@clinic.net,,10001,Yes,YES,mhc.net,Medicare,High,True,No,English,NO,FC-00812,Prof. Adams,18339686.87882443
813,Texas,Psychiatric Hospital,Non-Profit,1964,275.0,1284,Bipolar Disorder,Telehealth,4.16,110.06,,555 123 4567,10001,N,,www.mhc.org,,High,,No,Spanish,TE,FC-00813,Jane Smith,9799596.15197984
814,Florida,Community Health Center,Public,1981,433.0,9038,Anxiety,Inpatient,3.56,412.64,support@health.com,987-654-3210,33101,,Yes,www.mhc.org,None,High,No,24/7,,FL,FC-00814,Prof. Adams,21022654.642730378
815,Ohio,Telehealth Provider,Public,2017,137.0,1825,Schizophrenia,Outpatient,4.41,495.38,,(123) 456-7890,,N,yes,www.mhc.org,Medicare,High,,No,Hindi,OH,FC-00815,Jane Smith,6667091.903675505
816,Texas,Psychiatric Hospital,Private,1967,247.0,8562,Schizophrenia,Outpatient,3.95,219.82,,,33101,,,http://healthcare.gov,Medicaid,High,No,Yes,English,TE,FC-00816,Dr. Lee,6202657.342876195
817,Georgia,Private Clinic,Private,1992,,5911,Depression,Counseling,4.53,250.14,,555 123 4567,33101,Y,yes,,None,High,,No,Mandarin,GE,FC-00817,Jane Smith,
818,Georgia,Community Health Center,Private,1984,364.0,5706,PTSD,Telehealth,2.74,70.9,contact@clinic.net,,33101,Y,YES,,Private,Medium,,N/A,"English, Spanish",GE,FC-00818,John Doe,5698163.3783747945
819,California,Rehabilitation Center,Private,2007,437.0,4056,Depression,Outpatient,3.99,56.18,info@mhc.org,555 123 4567,10001,,,mhc.net,Private,High,False,N/A,English,CA,FC-00819,Jane Smith,5531660.0737307025
820,New York,Rehabilitation Center,Public,1982,121.0,271,Depression,Telehealth,,464.64,info@mhc.org,,60601,N,No,http://healthcare.gov,None,,No,No,Hindi,NE,FC-00820,Jane Smith,3304654.581733088
821,Michigan,Telehealth Provider,Non-Profit,1963,325.0,8565,PTSD,Telehealth,3.9,107.88,,987-654-3210,10001,Y,,https://clinic.com,,High,Yes,No,English,MI,FC-00821,Prof. Adams,12218466.140855135
822,North Carolina,Rehabilitation Center,Public,1983,,2406,OCD,Counseling,1.46,250.6,contact@clinic.net,(123) 456-7890,90210,N,no,,Medicare,Low,,N/A,English,NO,FC-00822,Dr. Lee,
823,Illinois,Community Health Center,Public,2010,352.0,9450,Anxiety,Telehealth,3.07,416.91,support@health.com,,33101,Y,Yes,http://healthcare.gov,Medicare,Medium,True,No,"English, Spanish",IL,FC-00823,Jane Smith,9569569.464378908
824,Ohio,Community Health Center,Public,1953,154.0,9998,Schizophrenia,Inpatient,3.35,450.19,,(123) 456-7890,33101,N,YES,http://healthcare.gov,None,Medium,False,,Spanish,OH,FC-00824,John Doe,6579573.288131481
825,Florida,Rehabilitation Center,Private,2008,74.0,521,Depression,Telehealth,1.7,283.73,support@health.com,555 123 4567,90210,N,,,Medicaid,Low,False,N/A,Hindi,FL,FC-00825,Prof. Adams,3091505.3176638912
826,Michigan,Community Health Center,Private,1978,256.0,5640,PTSD,Counseling,4.85,304.26,support@health.com,987-654-3210,33101,No,YES,http://healthcare.gov,,High,,24/7,"English, Spanish",MI,FC-00826,Dr. Lee,10055086.643996276
827,Texas,Telehealth Provider,Private,1955,232.0,9501,Bipolar Disorder,Counseling,1.7,351.36,contact@clinic.net,(123) 456-7890,33101,,yes,http://healthcare.gov,Medicaid,Low,Yes,N/A,English,TE,FC-00827,Dr. Lee,3034859.2628669026
828,Georgia,Psychiatric Hospital,Non-Profit,1998,488.0,4775,Depression,Counseling,1.71,482.62,contact@clinic.net,,33101,Yes,yes,,None,Low,False,Yes,Hindi,GE,FC-00828,,20427087.13652296
829,Ohio,Telehealth Provider,Public,1989,499.0,9182,Schizophrenia,Outpatient,4.66,321.2,info@mhc.org,(123) 456-7890,90210,,,www.mhc.org,None,High,No,,Mandarin,OH,FC-00829,John Doe,23341649.46725421
830,Illinois,Telehealth Provider,Non-Profit,2014,322.0,6848,Anxiety,Inpatient,2.86,301.76,info@mhc.org,(123) 456-7890,10001,N,no,mhc.net,Medicaid,Medium,,24/7,English,IL,FC-00830,Prof. Adams,3985614.0971870036
831,North Carolina,Community Health Center,Private,2018,448.0,6203,Depression,Outpatient,1.25,56.54,contact@clinic.net,555 123 4567,33101,N,,https://clinic.com,Private,Low,,No,Mandarin,NO,FC-00831,Prof. Adams,11677951.287448948
832,California,Psychiatric Hospital,Non-Profit,1976,115.0,1573,Depression,Emergency,3.39,86.43,,987-654-3210,60601,,No,mhc.net,None,Medium,Yes,Yes,,CA,FC-00832,John Doe,5696435.252696304
833,Illinois,Community Health Center,Public,1955,190.0,3343,OCD,Inpatient,3.41,309.73,info@mhc.org,987-654-3210,90210,N,no,www.mhc.org,,Medium,No,Yes,Mandarin,IL,FC-00833,Dr. Lee,6454215.324358955
834,Ohio,Private Clinic,Public,1962,193.0,2281,PTSD,Telehealth,1.26,471.31,support@health.com,(123) 456-7890,,Y,YES,www.mhc.org,Medicaid,Low,No,,English,OH,FC-00834,Jane Smith,5894817.544424013
835,Illinois,Community Health Center,Private,2013,235.0,9741,Bipolar Disorder,Counseling,,440.01,,(123) 456-7890,90210,N,,http://healthcare.gov,Private,,Yes,24/7,"English, Spanish",IL,FC-00835,John Doe,4017993.7862061895
836,Ohio,Community Health Center,Private,2011,274.0,3196,Bipolar Disorder,Emergency,,492.16,support@health.com,555 123 4567,10001,,YES,mhc.net,Medicaid,,True,Yes,English,OH,FC-00836,Prof. Adams,8937729.665342502
837,Ohio,Community Health Center,Non-Profit,1968,287.0,6746,Anxiety,Inpatient,3.24,287.53,contact@clinic.net,(123) 456-7890,90210,,Yes,www.mhc.org,Private,Medium,No,24/7,English,OH,FC-00837,John Doe,7910216.63018932
838,Pennsylvania,Psychiatric Hospital,Private,1992,406.0,9882,Schizophrenia,Outpatient,3.08,404.57,support@health.com,555 123 4567,,,no,mhc.net,Private,Medium,True,24/7,,PE,FC-00838,Dr. Lee,6129675.222458798
839,Florida,Community Health Center,Private,1969,98.0,5982,Anxiety,Counseling,,428.18,,987-654-3210,60601,No,,www.mhc.org,,,True,Yes,Spanish,FL,FC-00839,,2800183.998262694
840,Georgia,Psychiatric Hospital,Public,2017,185.0,6082,Depression,Outpatient,2.06,341.61,contact@clinic.net,987-654-3210,,No,Yes,https://clinic.com,None,Medium,,24/7,English,GE,FC-00840,,3066554.8582969275
841,Pennsylvania,Rehabilitation Center,Private,1993,27.0,5898,Depression,Inpatient,2.15,202.44,,555 123 4567,90210,No,,www.mhc.org,Private,Medium,,,,PE,FC-00841,Jane Smith,1059116.711464141
842,North Carolina,Private Clinic,Private,1972,380.0,9727,Bipolar Disorder,Inpatient,3.05,261.49,support@health.com,(123) 456-7890,,No,No,mhc.net,None,Medium,False,Yes,"English, Spanish",NO,FC-00842,Jane Smith,18599455.16538307
843,Pennsylvania,Psychiatric Hospital,Public,1951,469.0,8515,Schizophrenia,Emergency,4.23,436.06,,987-654-3210,90210,No,yes,http://healthcare.gov,,High,,,,PE,FC-00843,Dr. Lee,13499265.42846606
844,New York,Rehabilitation Center,Public,1971,433.0,8511,PTSD,Telehealth,1.2,184.35,contact@clinic.net,,60601,No,YES,mhc.net,None,Low,No,,,NE,FC-00844,Jane Smith,15282619.508761095
845,New York,Psychiatric Hospital,Non-Profit,2006,410.0,9946,Schizophrenia,Outpatient,3.41,465.68,support@health.com,555 123 4567,60601,No,,,Medicare,Medium,No,24/7,Mandarin,NE,FC-00845,,11167998.606176214
846,Georgia,Psychiatric Hospital,Private,2021,408.0,8556,Depression,Emergency,4.23,153.41,support@health.com,987-654-3210,10001,,no,mhc.net,Private,High,True,24/7,Spanish,GE,FC-00846,Dr. Lee,6339566.891682328
847,Illinois,Private Clinic,Public,1956,115.0,9245,PTSD,Counseling,1.63,387.28,info@mhc.org,987-654-3210,60601,Yes,,https://clinic.com,,Low,No,Yes,Spanish,IL,FC-00847,Dr. Lee,5614554.317787294
848,Florida,Telehealth Provider,Non-Profit,2005,280.0,4624,Schizophrenia,Telehealth,1.06,333.75,info@mhc.org,987-654-3210,33101,No,,https://clinic.com,Medicaid,Low,,No,Hindi,FL,FC-00848,Dr. Lee,4251281.037741693
849,Georgia,Telehealth Provider,Non-Profit,2016,472.0,6659,Schizophrenia,Emergency,2.25,387.32,,,,,,https://clinic.com,,Medium,,Yes,"English, Spanish",GE,FC-00849,John Doe,6827514.144735648
850,Ohio,Psychiatric Hospital,Private,1965,328.0,7720,PTSD,Outpatient,3.35,246.81,info@mhc.org,,,Yes,,www.mhc.org,Private,Medium,,,Hindi,OH,FC-00850,Jane Smith,9304348.994727463
